abalanzar;ekilibrar
conseguías;konsegias
consente;konsente
consenten;konsenten
consentes;konsentes
consentieron;konsentieron
consentimos;konsentimos
consentir;konsentir
consentiremos;konsentiremos
consentirá;konsentira
consentirán;konsentiran
consentirás;konsentiras
consentiré;konsentire
consentiste;konsentiste
consentió;konsentio
consento;konsento
consentí;konsenti
consentía;konsentia
consentíamos;konsentiamos
consentían;konsentian
consentías;konsentias
conservar;konservar
considerar;konsiderar
considerarse;konsiderarse
consiguiente;konsekuensa
consola;konsola
consolaba;konsolaba
consolaban;konsolaban
consolabas;konsolabas
consolamos;konsolamos
consolan;konsolan
consolar;konsolar
consolaremos;konsolaremos
consolaron;konsolaron
consolará;konsolara
consolarán;konsolaran
consolarás;konsolaras
consolaré;konsolare
consolas;konsolas
consolaste;konsolaste
consolo;konsolo
consolábamos;konsolabamos
consolé;konsole
consoló;konsolo
consonante;konsonante
constante;konstante
constar;estar seguro
consternación;konsternasion
constituieron;konstituieron
constituimos;konstituimos
constituiremos;konstituiremos
constituirá;konstituira
constituirán;konstituiran
constituirás;konstituiras
constituiré;konstituire
constituiste;konstituiste
constituió;konstituio
constituí;konstitui
constituía;konstituia
constituíamos;konstituiamos
constituían;konstituian
constituías;konstituias
constreñieron;konstrenyieron
constreñimos;konstrenyimos
constreñiremos;konstrenyiremos
constreñirá;konstrenyira
constreñirán;konstrenyiran
constreñirás;konstrenyiras
constreñiré;konstrenyire
constreñiste;konstrenyiste
constreñió;konstrenyio
constreñí;konstrenyi
constreñía;konstrenyia
constreñíamos;konstrenyiamos
constreñían;konstrenyian
constreñías;konstrenyias
construir;fraguar
construir;konstruir
consuelo;konsolasion
consulado;konsolato
conta;konta
contaba;kontaba
contaban;kontaban
contabas;kontabas
contamos;kontamos
contan;kontan
contar;kontar
contaremos;kontaremos
contaron;kontaron
contará;kontara
contarán;kontaran
contarás;kontaras
contaré;kontare
contas;kontas
contaste;kontaste
contemplar;kontemplar
contenderemos;kontenderemos
contenderá;kontendera
contenderán;kontenderan
contenderás;kontenderas
contenderé;kontendere
contendieron;kontendieron
contendimos;kontendimos
contendiste;kontendiste
contendió;kontendio
contendí;kontendi
contendía;kontendia
contendíamos;kontendiamos
contendían;kontendian
contendías;kontendias
contene;kontene
contenemos;kontenemos
contenen;kontenen
contener;kontener
conteneremos;konteneremos
contenerse;kontenerse
contenerá;kontenera
contenerán;konteneran
contenerás;konteneras
conteneré;kontenere
contenes;kontenes
contenieron;kontenieron
contenimos;kontenimos
conteniste;konteniste
contenió;kontenio
conteno;konteno
contentar;kontentar
contento;kontente
contento;orozo
contení;konteni
contenía;kontenia
conteníamos;konteniamos
contenían;kontenian
contenías;kontenias
contestar;replikar
contexta;konteksta
contexto;konteksto
contextuaieron;kontextuaieron
contextuaimos;kontextuaimos
contextuaiste;kontextuaiste
contextuaió;kontextuaio
contextualizaieron;kontextualizaieron
contextualizaimos;kontextualizaimos
contextualizaiste;kontextualizaiste
contextualizaió;kontextualizaio
contextualizaremos;kontextualisaremos
contextualizará;kontextualisara
contextualizarán;kontextualisaran
contextualizarás;kontextualisaras
contextualizaré;kontextualisare
contextualizaí;kontextualizai
contextualizaía;kontextualizaia
contextualizaíamos;kontextualizaiamos
contextualizaían;kontextualizaian
contextualizaías;kontextualizaias
contextuaremos;kontextuaremos
contextuará;kontextuara
contextuarán;kontextuaran
contextuarás;kontextuaras
contextuaré;kontextuare
contextuaí;kontextuai
contextuaía;kontextuaia
contextuaíamos;kontextuaiamos
contextuaían;kontextuaian
contextuaías;kontextuaias
contigo;kon ti
continua;kontinua
continuaba;kontinuaba
continuaban;kontinuaban
continuabas;kontinuabas
continuado;kontinuado
continuamos;kontinuamos
continuan;kontinuan
continuar;kontinuar
continuaremos;kontinuaremos
continuaron;kontinuaron
continuará;kontinuara
continuarán;kontinuaran
continuarás;kontinuaras
continuaré;kontinuare
continuas;kontinuas
continuaste;kontinuaste
continuidad;kontinuidad
continuo;kontinuo
continuábamos;kontinuabamos
continué;kontinue
continuó;kontinuo
conto;konto
contra;kontra
contraatacaieron;kontraatakaieron
contraatacaimos;kontraatakaimos
contraatacaiste;kontraatakaiste
contraatacaió;kontraatakaio
contraatacaremos;kontraatakaremos
contraatacará;kontraatakara
contraatacarán;kontraatakaran
contraatacarás;kontraatakaras
contraatacaré;kontraatakare
contraatacaí;kontraatakai
contraatacaía;kontraatakaia
contraatacaíamos;kontraatakaiamos
contraatacaían;kontraatakaian
contraatacaías;kontraatakaias
contradecieron;kontradesieron
contradecimos;kontradesimos
contradeciremos;kontradeziremos
contradecirá;kontradezira
contradecirán;kontradeziran
contradecirás;kontradeziras
contradeciré;kontradezire
contradeciste;kontradesiste
contradeció;kontradesio
contradecí;kontradeci
contradecía;kontradecia
contradecíamos;kontradeciamos
contradecían;kontradecian
contradecías;kontradecias
contraeremos;kontraeremos
contraerá;kontraera
contraerán;kontraeran
contraerás;kontraeras
contraeré;kontraere
contrahaceremos;kontraaseremos
contrahacerá;kontraasera
contrahacerán;kontraaseran
contrahacerás;kontraaseras
contrahaceré;kontraasere
contrahacieron;kontraasieron
contrahacimos;kontraasimos
contrahaciste;kontraasiste
contrahació;kontraasio
contrahací;kontraasi
contrahacía;kontraasia
contrahacíamos;kontraasiamos
contrahacían;kontraasian
contrahacías;kontraasias
contraieron;kontraieron
contraimos;kontraimos
contraindicaieron;kontraindikaieron
contraindicaimos;kontraindikaimos
contraindicaiste;kontraindikaiste
contraindicaió;kontraindikaio
contraindicaremos;kontraindikaremos
contraindicará;kontraindikara
contraindicarán;kontraindikaran
contraindicarás;kontraindikaras
contraindicaré;kontraindikare
contraindicaí;kontraindikai
contraindicaía;kontraindikaia
contraindicaíamos;kontraindikaiamos
contraindicaían;kontraindikaian
contraindicaías;kontraindikaias
contraiste;kontraiste
contraió;kontraio
contraponeremos;kontraponeremos
contraponerá;kontraponera
contraponerán;kontraponeran
contraponerás;kontraponeras
contraponeré;kontraponere
contraponieron;kontraponieron
contraponimos;kontraponimos
contraponiste;kontraponiste
contraponió;kontraponio
contraponí;kontraponi
contraponía;kontraponia
contraponíamos;kontraponiamos
contraponían;kontraponian
contraponías;kontraponias
contrariaieron;kontrariaieron
contrariaimos;kontrariaimos
contrariaiste;kontrariaiste
contrariaió;kontrariaio
contrariaremos;kontrariaremos
contrariará;kontrariara
contrariarán;kontrariaran
contrariarás;kontrariaras
contrariaré;kontrariare
contrariaí;kontrariai
contrariaía;kontrariaia
contrariaíamos;kontrariaiamos
contrariaían;kontrariaian
contrariaías;kontrariaias
contrario;kontrario
contravenieron;kontravenieron
contravenimos;kontravenimos
contraveniremos;kontraveniremos
contravenirá;kontravenira
contravenirán;kontraveniran
contravenirás;kontraveniras
contraveniré;kontravenire
contraveniste;kontraveniste
contravenió;kontravenio
contravení;kontraveni
contravenía;kontravenia
contraveníamos;kontraveniamos
contravenían;kontravenian
contravenías;kontravenias
contraí;kontrai
contraía;kontraia
contraíamos;kontraiamos
contraían;kontraian
contraías;kontraias
contribución;kontribusyon
contribuieron;kontribuieron
contribuimos;kontribuimos
contribuiremos;kontribuiremos
contribuirá;kontribuira
contribuirán;kontribuiran
contribuirás;kontribuiras
contribuiré;kontribuire
contribuiste;kontribuiste
contribuió;kontribuio
contribuí;kontribui
contribuía;kontribuia
contribuíamos;kontribuiamos
contribuían;kontribuian
contribuías;kontribuias
controlar;kontrolar
controvertieron;kontrovertieron
controvertimos;kontrovertimos
controvertiremos;kontrovertiremos
controvertirá;kontrovertira
controvertirán;kontrovertiran
controvertirás;kontrovertiras
controvertiré;kontrovertire
controvertiste;kontrovertiste
controvertió;kontrovertio
controvertí;kontroverti
controvertía;kontrovertia
controvertíamos;kontrovertiamos
controvertían;kontrovertian
controvertías;kontrovertias
contábamos;kontabamos
conté;konte
contó;konto
convence;konvense
convencemos;konvensemos
convencen;konvensen
convencer;konvenser
convenceremos;konvenseremos
convencerá;konvensera
convencerán;konvenseran
convencerás;konvenseras
convenceré;konvensere
convences;konvenses
convencieron;konvensieron
convencimos;konvensimos
convenciste;konvensiste
convenció;konvensio
convenco;konvenko
convencí;konvenci
convencía;konvencia
convencíamos;konvenciamos
convencían;konvencian
convencías;konvencias
convenieron;konvenieron
convenimos;konvenimos
conveniremos;konveniremos
convenirá;konvenira
convenirán;konveniran
convenirás;konveniras
conveniré;konvenire
conveniste;konveniste
convenió;konvenio
convení;konveni
convenía;konvenia
conveníamos;konveniamos
convenían;konvenian
convenías;konvenias
convergieron;konverdjieron
convergimos;konverdjimos
convergiremos;konverdjiremos
convergirá;konverdjira
convergirán;konverdjiran
convergirás;konverdjiras
convergiré;konverdjire
convergiste;konverdjiste
convergió;konverdjio
convergí;konvergi
convergía;konvergia
convergíamos;konvergiamos
convergían;konvergian
convergías;konvergias
convertieron;konvertieron
convertimos;konvertimos
convertiremos;konvertiremos
convertirseemos;konvertirseemos
convertirseá;konvertirsea
convertirseán;konvertirsean
convertirseás;konvertirseas
convertirseé;konvertirsee
convertirsieron;konvertirsieron
convertirsimos;konvertirsimos
convertirsiste;konvertirsiste
convertirsió;konvertirsio
convertirsí;konvertirsi
convertirsía;konvertirsia
convertirsíamos;konvertirsiamos
convertirsían;konvertirsian
convertirsías;konvertirsias
convertirá;konvertira
convertirán;konvertiran
convertirás;konvertiras
convertiré;konvertire
convertiste;konvertiste
convertió;konvertio
convertí;konverti
convertía;konvertia
convertíamos;konvertiamos
convertían;konvertian
convertías;konvertias
convidar;invitar
convocaieron;konvokaieron
convocaimos;konvokaimos
convocaiste;konvokaiste
convocaió;konvokaio
convocaremos;konvokaremos
convocará;konvokara
convocarán;konvokaran
convocarás;konvokaras
convocaré;konvokare
convocaí;konvokai
convocaía;konvokaia
convocaíamos;konvokaiamos
convocaían;konvokaian
convocaías;konvokaias
copa;kupa
copia;kopya
coproducieron;koprodusieron
coproducimos;koprodusimos
coproduciremos;koproduziremos
coproducirá;koproduzira
coproducirán;koproduziran
coproducirás;koproduziras
coproduciré;koproduzire
coproduciste;koprodusiste
coprodució;koprodusio
coproducí;koproduci
coproducía;koproducia
coproducíamos;koproduciamos
coproducían;koproducian
coproducías;koproducias
cora;kora
coraje;koraje
corazon;korason
corazón;korason
corbata;kravata
corcha;corcha
corcho;corcho
cordero;kodrero
coro;koro
corral;kortijo
correa;posta
correctamente;korektamente
corregir;korijar
correo;posta
correr;korrer
corrida;korrida
corriendo;korriendo
corriente;korriente
corroborar;konfirmar
corroeremos;korroeremos
corroerá;korroera
corroerán;korroeran
corroerás;korroeras
corroeré;korroere
corroieron;korroieron
corroimos;korroimos
corroiste;korroiste
corroió;korroio
corroí;korroi
corroía;korroia
corroíamos;korroiamos
corroían;korroian
corroías;korroias
corrugaieron;korrugaieron
corrugaimos;korrugaimos
corrugaiste;korrugaiste
corrugaió;korrugaio
corrugaremos;korrugaremos
corrugará;korrugara
corrugarán;korrugaran
corrugarás;korrugaras
corrugaré;korrugare
corrugaí;korrugai
corrugaía;korrugaia
corrugaíamos;korrugaiamos
corrugaían;korrugaian
corrugaías;korrugaias
cortar;kortar
corte;korte
cortesía;politeza
cortina;kortina
corto;kurto 
cosa;koza
coser;kuzir
cosquillas;koshkiyas
costa;kosta
costaba;kostaba
costaban;kostaban
costabas;kostabas
costamos;kostamos
costan;kostan
costar;kostar
costaremos;kostaremos
costaron;kostaron
costará;kostara
costarán;kostaran
costarás;kostaras
costaré;kostare
costas;kostas
costaste;kostaste
costo;kosto
costábamos;kostabamos
costé;koste
costó;kosto
cotidiano;kotidiano
cotizaieron;kotizaieron
cotizaimos;kotizaimos
cotizaiste;kotizaiste
cotizaió;kotizaio
cotizaremos;kotisaremos
cotizará;kotisara
cotizarán;kotisaran
cotizarás;kotisaras
cotizaré;kotisare
cotizaí;kotizai
cotizaía;kotizaia
cotizaíamos;kotizaiamos
cotizaían;kotizaian
cotizaías;kotizaias
crear;krear
crece;krese
crecemos;kresemos
crecen;kresen
crecer;kreser
creceremos;kreseremos
crecerá;kresera
crecerán;kreseran
crecerás;kreseras
creceré;kresere
creces;kreses
crecieron;kresieron
crecimos;kresimos
creciste;kresiste
creció;kresio
creco;kreko
crecí;kreci
crecía;krecia
crecíamos;kreciamos
crecían;krecian
crecías;krecias
creer;kreer
criada;mosa
criaieron;kriaieron
criaimos;kriaimos
criaiste;kriaiste
criaió;kriaio
criaremos;kriaremos
criará;kriara
criarán;kriaran
criarás;kriaras
criaré;kriare
criatura;kriatura
criaí;kriai
criaía;kriaia
criaíamos;kriaiamos
criaían;kriaian
criaías;kriaias
crimen;krimen
crisis;kriza
cristal;vidro
cristalizaieron;kristalizaieron
cristalizaimos;kristalizaimos
cristalizaiste;kristalizaiste
cristalizaió;kristalizaio
cristalizaremos;kristalisaremos
cristalizará;kristalisara
cristalizarán;kristalisaran
cristalizarás;kristalisaras
cristalizaré;kristalisare
cristalizaí;kristalizai
cristalizaía;kristalizaia
cristalizaíamos;kristalizaiamos
cristalizaían;kristalizaian
cristalizaías;kristalizaias
cristianizaieron;kristianizaieron
cristianizaimos;kristianizaimos
cristianizaiste;kristianizaiste
cristianizaió;kristianizaio
cristianizaremos;kristianisaremos
cristianizará;kristianisara
cristianizarán;kristianisaran
cristianizarás;kristianisaras
cristianizaré;kristianisare
cristianizaí;kristianizai
cristianizaía;kristianizaia
cristianizaíamos;kristianizaiamos
cristianizaían;kristianizaian
cristianizaías;kristianizaias
criteria;kritea
criterio;kriter
criticaieron;kritikaieron
criticaimos;kritikaimos
criticaiste;kritikaiste
criticaió;kritikaio
criticaremos;kritikaremos
criticará;kritikara
criticarán;kritikaran
criticarás;kritikaras
criticaré;kritikare
criticaí;kritikai
criticaía;kritikaia
criticaíamos;kritikaiamos
criticaían;kritikaian
criticaías;kritikaias
crucificaieron;krusifikaieron
crucificaimos;krusifikaimos
crucificaiste;krusifikaiste
crucificaió;krusifikaio
crucificaremos;krusifikaremos
crucificará;krusifikara
crucificarán;krusifikaran
crucificarás;krusifikaras
crucificaré;krusifikare
crucificaí;krusifikai
crucificaía;krusifikaia
crucificaíamos;krusifikaiamos
crucificaían;krusifikaian
crucificaías;krusifikaias
cruzada;kruzada
cruzar;pasar enfrente
cría;krioa
crío;krio 
cuaderno;tefter
cuadra;kuadra
cuadro;kuadro
cuadruplicaieron;kuadruplikaieron
cuadruplicaimos;kuadruplikaimos
cuadruplicaiste;kuadruplikaiste
cuadruplicaió;kuadruplikaio
cuadruplicaremos;kuadruplikaremos
cuadruplicará;kuadruplikara
cuadruplicarán;kuadruplikaran
cuadruplicarás;kuadruplikaras
cuadruplicaré;kuadruplikare
cuadruplicaí;kuadruplikai
cuadruplicaía;kuadruplikaia
cuadruplicaíamos;kuadruplikaiamos
cuadruplicaían;kuadruplikaian
cuadruplicaías;kuadruplikaias
cual;kualo
cualidad;kualidad
cualificaieron;kualifikaieron
cualificaimos;kualifikaimos
cualificaiste;kualifikaiste
cualificaió;kualifikaio
cualificaremos;kualifikaremos
cualificará;kualifikara
cualificarán;kualifikaran
cualificarás;kualifikaras
cualificaré;kualifikare
cualificaí;kualifikai
cualificaía;kualifikaia
cualificaíamos;kualifikaiamos
cualificaían;kualifikaian
cualificaías;kualifikaias
cualquier;kualkier 
cuando;kuando
cuantos;kuantos
cuarenta;kuarenta
cuarto;kuarto
cuatro;kuatro
cuatrocientos;kuatroshentos
cubicaieron;kubikaieron
cubicaimos;kubikaimos
cubicaiste;kubikaiste
cubicaió;kubikaio
cubicaremos;kubikaremos
cubicará;kubikara
cubicarán;kubikaran
cubicarás;kubikaras
cubicaré;kubikare
cubicaí;kubikai
cubicaía;kubikaia
cubicaíamos;kubikaiamos
cubicaían;kubikaian
cubicaías;kubikaias
cubrir;kuvijar
cuchara;kuchara
cuchilla;kuchiya
cuchillo;kuchiyo
cuello;garganta
cuenta;kuento
cuerda;kuedra
cuerpa;puerpa
cuerpo;puerpo
cuesta;suvida
cuestión;kestion
cuidado;atension
cuidar;kudiar
culiaieron;kuliaieron
culiaimos;kuliaimos
culiaiste;kuliaiste
culiaió;kuliaio
culiaremos;kuliaremos
culiará;kuliara
culiarán;kuliaran
culiarás;kuliaras
culiaré;kuliare
culiaí;kuliai
culiaía;kuliaia
culiaíamos;kuliaiamos
culiaían;kuliaian
culiaías;kuliaias
culpa;kulpa
cultivado;kultivado
cultura;kultura
cumpleaño;aniversaryo
cumpleaños;aniversaryo
cumplir;komplir
cumplir;kumplir
cuna;kuna
curarse;sanarse
curiosamente;kuriozamente
curiosidad;kuriozita
curioso;kuriozo 
cursa;korsa
curso;korso
curva;viraje
cuyo;ke tiene
cálcula;kalkola
cálculo;kalkolo
cáliz;chanaka
cédula;dokumento
césped;yerva
cíne;sinema
cónsul;konsul
da;da
daba;daba
daban;daban
dabas;dabas
dado;dado
damos;damos
dan;dan
danzaieron;danzaieron
danzaimos;danzaimos
danzaiste;danzaiste
danzaió;danzaio
danzaremos;dansaremos
danzará;dansara
danzarán;dansaran
danzarás;dansaras
danzaré;dansare
danzaí;danzai
danzaía;danzaia
danzaíamos;danzaiamos
danzaían;danzaian
danzaías;danzaias
dar;dar
daremos;daremos
daron;daron
dará;dara
darán;daran
darás;daras
daré;dare
das;das
daste;daste
daños;danyos
de;de
debajo;debasho
debe;deve
debemos;devemos
deber;dever
debo;devo
decaeremos;dekaeremos
decaerá;dekaera
decaerán;dekaeran
decaerás;dekaeras
decaeré;dekaere
decaieron;dekaieron
decaimos;dekaimos
decaiste;dekaiste
decaió;dekaio
